,available,five_day_dollar_price,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost
696,0.1589041095890411,2361.958904109589,10468991,1.0,False,IJburg - Zeeburgereiland,52.35155,4.9929,Entire home/apt,4,2,4,17,455.0,5,1125,True,0,0,4.68,False,113.75,2275.0,0.13,0.12,0.12,10.99
697,0.006389776357827476,1750.0,10483384,0.83,False,De Baarsjes - Oud-West,52.36426,4.85908,Entire home/apt,4,2,2,15,350.0,3,1125,True,0,1,4.95,False,87.5,1050.0,0.1,0.24,0.16,4.99
698,0.17204301075268819,280.0,10492761,0.68,True,Zuid,52.3499,4.85738,Private room,2,1,1,1,80.0,2,30,True,2,1,4.8,False,40.0,160.0,0.06,0.12,0.15,4.99
699,0.0,495.0,10510906,0.46,False,De Baarsjes - Oud-West,52.35974,4.85972,Entire home/apt,1,1,1,1,99.0,3,1125,True,0,0,4.86,False,99.0,297.0,0.06,0.1,0.16,4.99
700,0.005479452054794521,512.3972602739726,10512492,0.65,False,Centrum-West,52.37831,4.88733,Private room,2,1,1,9,128.0,3,1125,True,2,3,4.62,True,64.0,384.0,0.06,0.12,0.13,4.99
701,0.13972602739726028,711.6438356164383,10522903,0.68,False,Centrum-West,52.37412,4.88836,Entire home/apt,4,2,2,4,140.0,7,7,True,0,3,4.58,True,35.0,980.0,0.08,0.17,0.2,4.99
702,0.024657534246575342,500.93150684931504,10538208,0.69,False,Centrum-West,52.38012,4.88689,Private room,2,1,1,4,140.0,3,1125,True,9,4,4.54,True,70.0,420.0,0.06,0.13,0.17,4.99
703,0.9178082191780822,1200.0,10549599,0.16,False,Centrum-Oost,52.37427,4.90485,Entire home/apt,2,1,1,9,240.0,10,30,True,14,0,4.74,False,120.0,2400.0,0.08,0.14,0.28,4.99
704,0.0,288.47945205479454,10569785,0.0,False,Geuzenveld - Slotermeer,52.38283,4.83621,Private room,2,1,1,3,55.0,10,90,True,0,0,4.16,False,27.5,550.0,0.06,0.13,0.17,2.99
705,0.2664835164835165,742.0879120879121,10593371,0.5,False,Centrum-West,52.37675,4.88453,Entire home/apt,2,1,1,11,151.0,3,1125,True,9,1,4.96,False,75.5,453.0,0.07,0.12,0.23,4.99
706,0.0,700.0,10625213,0.67,False,De Baarsjes - Oud-West,52.37232,4.86289,Entire home/apt,2,1,2,3,140.0,3,1125,True,0,0,4.71,False,70.0,420.0,0.06,0.15,0.2,4.99
707,0.0,850.0,10817619,0.45,False,De Pijp - Rivierenbuurt,52.35277,4.90114,Entire home/apt,2,1,1,10,170.0,3,7,True,0,1,4.89,False,85.0,510.0,0.09,0.24,0.2,4.99
708,0.4328767123287671,775.7534246575342,10823505,0.57,False,Noord-West,52.40745,4.90396,Entire home/apt,8,4,6,4,150.0,5,1125,True,0,0,4.81,False,18.75,750.0,0.07,0.12,0.21,4.99
709,0.1232876712328767,1333.5616438356165,11000373,1.0,False,IJburg - Zeeburgereiland,52.35628,4.99844,Entire home/apt,4,2,5,11,257.0,4,14,True,0,0,4.9,False,64.25,1028.0,0.05,0.24,0.31,4.99
710,0.6703296703296703,971.4697802197802,11024345,0.58,True,Buitenveldert - Zuidas,52.3085,4.88292,Entire home/apt,5,3,4,7,166.0,4,1125,True,1,0,5.0,False,33.2,664.0,0.07,0.11,0.23,4.99
711,0.0136986301369863,275.0,11035643,0.0,False,IJburg - Zeeburgereiland,52.36688,4.95835,Private room,2,1,2,1,55.0,4,1125,True,0,0,4.45,False,27.5,220.0,0.04,0.13,0.15,2.99
712,0.4383561643835616,1495.0,11054922,0.0,False,Centrum-West,52.37102,4.87885,Entire home/apt,4,2,4,10,299.0,5,1125,True,0,1,4.85,False,74.75,1495.0,0.17,0.15,0.15,4.99
713,0.6904109589041096,421.3835616438356,11090880,0.98,False,De Baarsjes - Oud-West,52.37179,4.84972,Private room,4,1,2,1,97.0,3,31,True,1,2,4.48,True,24.25,291.0,0.06,0.11,0.15,4.99
714,0.5945205479452055,261.09589041095893,11098408,1.0,False,De Aker - Nieuw Sloten,52.34546,4.79649,Private room,1,1,1,3,31.0,30,1125,True,0,0,4.29,True,31.0,930.0,0.08,0.1,0.15,0.99
